dimension,feature,birth,death,persistence,feature_set
0,0,0.0,0.006829484365880489,0.006829484365880489,intrinsic
0,1,0.0,0.015141742303967476,0.015141742303967476,intrinsic
0,2,0.0,0.019615817815065384,0.019615817815065384,intrinsic
0,3,0.0,0.022306187078356743,0.022306187078356743,intrinsic
0,4,0.0,0.024282926693558693,0.024282926693558693,intrinsic
0,5,0.0,0.02537955529987812,0.02537955529987812,intrinsic
0,6,0.0,0.025742165744304657,0.025742165744304657,intrinsic
0,7,0.0,0.027585133910179138,0.027585133910179138,intrinsic
0,8,0.0,0.02901720628142357,0.02901720628142357,intrinsic
0,9,0.0,0.03239631652832031,0.03239631652832031,intrinsic
0,10,0.0,0.033568404614925385,0.033568404614925385,intrinsic
0,11,0.0,0.03361048176884651,0.03361048176884651,intrinsic
0,12,0.0,0.03426291048526764,0.03426291048526764,intrinsic
0,13,0.0,0.035627756267786026,0.035627756267786026,intrinsic
0,14,0.0,0.036824654787778854,0.036824654787778854,intrinsic
0,15,0.0,0.037178657948970795,0.037178657948970795,intrinsic
0,16,0.0,0.03733208402991295,0.03733208402991295,intrinsic
0,17,0.0,0.037371132522821426,0.037371132522821426,intrinsic
0,18,0.0,0.038041986525058746,0.038041986525058746,intrinsic
0,19,0.0,0.03845663741230965,0.03845663741230965,intrinsic
0,20,0.0,0.03849348425865173,0.03849348425865173,intrinsic
0,21,0.0,0.03885343298316002,0.03885343298316002,intrinsic
0,22,0.0,0.03954656794667244,0.03954656794667244,intrinsic
0,23,0.0,0.040113311260938644,0.040113311260938644,intrinsic
0,24,0.0,0.041820213198661804,0.041820213198661804,intrinsic
0,25,0.0,0.042205020785331726,0.042205020785331726,intrinsic
0,26,0.0,0.04321153461933136,0.04321153461933136,intrinsic
0,27,0.0,0.0432993546128273,0.0432993546128273,intrinsic
0,28,0.0,0.04443354159593582,0.04443354159593582,intrinsic
0,29,0.0,0.04496622085571289,0.04496622085571289,intrinsic
0,30,0.0,0.045596856623888016,0.045596856623888016,intrinsic
0,31,0.0,0.04694647341966629,0.04694647341966629,intrinsic
0,32,0.0,0.04800523445010185,0.04800523445010185,intrinsic
0,33,0.0,0.04871320351958275,0.04871320351958275,intrinsic
0,34,0.0,0.048727527260780334,0.048727527260780334,intrinsic
0,35,0.0,0.04900606349110603,0.04900606349110603,intrinsic
0,36,0.0,0.04966873303055763,0.04966873303055763,intrinsic
0,37,0.0,0.051554612815380096,0.051554612815380096,intrinsic
0,38,0.0,0.052738357335329056,0.052738357335329056,intrinsic
0,39,0.0,0.05668028071522713,0.05668028071522713,intrinsic
0,40,0.0,0.05711332708597183,0.05711332708597183,intrinsic
0,41,0.0,0.0571327842772007,0.0571327842772007,intrinsic
0,42,0.0,0.05733541399240494,0.05733541399240494,intrinsic
0,43,0.0,0.05798591300845146,0.05798591300845146,intrinsic
0,44,0.0,0.05833373963832855,0.05833373963832855,intrinsic
0,45,0.0,0.05851518362760544,0.05851518362760544,intrinsic
0,46,0.0,0.05864623561501503,0.05864623561501503,intrinsic
0,47,0.0,0.05899891257286072,0.05899891257286072,intrinsic
0,48,0.0,0.05901550129055977,0.05901550129055977,intrinsic
0,49,0.0,0.060050398111343384,0.060050398111343384,intrinsic
0,50,0.0,0.06008613854646683,0.06008613854646683,intrinsic
0,51,0.0,0.060312218964099884,0.060312218964099884,intrinsic
0,52,0.0,0.06091761589050293,0.06091761589050293,intrinsic
0,53,0.0,0.0610191784799099,0.0610191784799099,intrinsic
0,54,0.0,0.06105616316199303,0.06105616316199303,intrinsic
0,55,0.0,0.06247889995574951,0.06247889995574951,intrinsic
0,56,0.0,0.06303344666957855,0.06303344666957855,intrinsic
0,57,0.0,0.06315679848194122,0.06315679848194122,intrinsic
0,58,0.0,0.06344342231750488,0.06344342231750488,intrinsic
0,59,0.0,0.06401708722114563,0.06401708722114563,intrinsic
0,60,0.0,0.06455937027931213,0.06455937027931213,intrinsic
0,61,0.0,0.06547655165195465,0.06547655165195465,intrinsic
0,62,0.0,0.06558768451213837,0.06558768451213837,intrinsic
0,63,0.0,0.0671377182006836,0.0671377182006836,intrinsic
0,64,0.0,0.0671735405921936,0.0671735405921936,intrinsic
0,65,0.0,0.06738471239805222,0.06738471239805222,intrinsic
0,66,0.0,0.06906476616859436,0.06906476616859436,intrinsic
0,67,0.0,0.07035894691944122,0.07035894691944122,intrinsic
0,68,0.0,0.07113568484783173,0.07113568484783173,intrinsic
0,69,0.0,0.07134754955768585,0.07134754955768585,intrinsic
0,70,0.0,0.07148681581020355,0.07148681581020355,intrinsic
0,71,0.0,0.07168059796094894,0.07168059796094894,intrinsic
0,72,0.0,0.07172510772943497,0.07172510772943497,intrinsic
0,73,0.0,0.07199007272720337,0.07199007272720337,intrinsic
0,74,0.0,0.07205206155776978,0.07205206155776978,intrinsic
0,75,0.0,0.0732521340250969,0.0732521340250969,intrinsic
0,76,0.0,0.07338226586580276,0.07338226586580276,intrinsic
0,77,0.0,0.07341594249010086,0.07341594249010086,intrinsic
0,78,0.0,0.07399750500917435,0.07399750500917435,intrinsic
0,79,0.0,0.07401180267333984,0.07401180267333984,intrinsic
0,80,0.0,0.07418233156204224,0.07418233156204224,intrinsic
0,81,0.0,0.07449464499950409,0.07449464499950409,intrinsic
0,82,0.0,0.07491733133792877,0.07491733133792877,intrinsic
0,83,0.0,0.07560214400291443,0.07560214400291443,intrinsic
0,84,0.0,0.07601147890090942,0.07601147890090942,intrinsic
0,85,0.0,0.07604265958070755,0.07604265958070755,intrinsic
0,86,0.0,0.07650190591812134,0.07650190591812134,intrinsic
0,87,0.0,0.07677429914474487,0.07677429914474487,intrinsic
0,88,0.0,0.07702416926622391,0.07702416926622391,intrinsic
0,89,0.0,0.07718174904584885,0.07718174904584885,intrinsic
0,90,0.0,0.07807670533657074,0.07807670533657074,intrinsic
0,91,0.0,0.0796179324388504,0.0796179324388504,intrinsic
0,92,0.0,0.07976052165031433,0.07976052165031433,intrinsic
0,93,0.0,0.07983417063951492,0.07983417063951492,intrinsic
0,94,0.0,0.08056876063346863,0.08056876063346863,intrinsic
0,95,0.0,0.08127856254577637,0.08127856254577637,intrinsic
0,96,0.0,0.0815793052315712,0.0815793052315712,intrinsic
0,97,0.0,0.0817684531211853,0.0817684531211853,intrinsic
0,98,0.0,0.08300257474184036,0.08300257474184036,intrinsic
0,99,0.0,0.0832686647772789,0.0832686647772789,intrinsic
0,100,0.0,0.08339127153158188,0.08339127153158188,intrinsic
0,101,0.0,0.08371119201183319,0.08371119201183319,intrinsic
0,102,0.0,0.08381473273038864,0.08381473273038864,intrinsic
0,103,0.0,0.08384700864553452,0.08384700864553452,intrinsic
0,104,0.0,0.0845058485865593,0.0845058485865593,intrinsic
0,105,0.0,0.08493034541606903,0.08493034541606903,intrinsic
0,106,0.0,0.08495192229747772,0.08495192229747772,intrinsic
0,107,0.0,0.08519793301820755,0.08519793301820755,intrinsic
0,108,0.0,0.08626674115657806,0.08626674115657806,intrinsic
0,109,0.0,0.08700142055749893,0.08700142055749893,intrinsic
0,110,0.0,0.08720972388982773,0.08720972388982773,intrinsic
0,111,0.0,0.08735211193561554,0.08735211193561554,intrinsic
0,112,0.0,0.08824953436851501,0.08824953436851501,intrinsic
0,113,0.0,0.08863053470849991,0.08863053470849991,intrinsic
0,114,0.0,0.0901934802532196,0.0901934802532196,intrinsic
0,115,0.0,0.09023861587047577,0.09023861587047577,intrinsic
0,116,0.0,0.09048718959093094,0.09048718959093094,intrinsic
0,117,0.0,0.09066891670227051,0.09066891670227051,intrinsic
0,118,0.0,0.09067472070455551,0.09067472070455551,intrinsic
0,119,0.0,0.09112779796123505,0.09112779796123505,intrinsic
0,120,0.0,0.0915527492761612,0.0915527492761612,intrinsic
0,121,0.0,0.09307247400283813,0.09307247400283813,intrinsic
0,122,0.0,0.09423893690109253,0.09423893690109253,intrinsic
0,123,0.0,0.09499142318964005,0.09499142318964005,intrinsic
0,124,0.0,0.09543702751398087,0.09543702751398087,intrinsic
0,125,0.0,0.09595298767089844,0.09595298767089844,intrinsic
0,126,0.0,0.09727101773023605,0.09727101773023605,intrinsic
0,127,0.0,0.09741004556417465,0.09741004556417465,intrinsic
0,128,0.0,0.09791900217533112,0.09791900217533112,intrinsic
0,129,0.0,0.09838441014289856,0.09838441014289856,intrinsic
0,130,0.0,0.09882470220327377,0.09882470220327377,intrinsic
0,131,0.0,0.09911611676216125,0.09911611676216125,intrinsic
0,132,0.0,0.09939009696245193,0.09939009696245193,intrinsic
0,133,0.0,0.09950370341539383,0.09950370341539383,intrinsic
0,134,0.0,0.10006403923034668,0.10006403923034668,intrinsic
0,135,0.0,0.1013970896601677,0.1013970896601677,intrinsic
0,136,0.0,0.1026071235537529,0.1026071235537529,intrinsic
0,137,0.0,0.1026683822274208,0.1026683822274208,intrinsic
0,138,0.0,0.10327265411615372,0.10327265411615372,intrinsic
0,139,0.0,0.10355700552463531,0.10355700552463531,intrinsic
0,140,0.0,0.10409649461507797,0.10409649461507797,intrinsic
0,141,0.0,0.10418689996004105,0.10418689996004105,intrinsic
0,142,0.0,0.10447218269109726,0.10447218269109726,intrinsic
0,143,0.0,0.1046648770570755,0.1046648770570755,intrinsic
0,144,0.0,0.10474231094121933,0.10474231094121933,intrinsic
0,145,0.0,0.10482562333345413,0.10482562333345413,intrinsic
0,146,0.0,0.1048392727971077,0.1048392727971077,intrinsic
0,147,0.0,0.10485026985406876,0.10485026985406876,intrinsic
0,148,0.0,0.1049739196896553,0.1049739196896553,intrinsic
0,149,0.0,0.10539326816797256,0.10539326816797256,intrinsic
0,150,0.0,0.10564462840557098,0.10564462840557098,intrinsic
0,151,0.0,0.10571086406707764,0.10571086406707764,intrinsic
0,152,0.0,0.10599791258573532,0.10599791258573532,intrinsic
0,153,0.0,0.10602138936519623,0.10602138936519623,intrinsic
0,154,0.0,0.10621005296707153,0.10621005296707153,intrinsic
0,155,0.0,0.10637420415878296,0.10637420415878296,intrinsic
0,156,0.0,0.10688415914773941,0.10688415914773941,intrinsic
0,157,0.0,0.10692405700683594,0.10692405700683594,intrinsic
0,158,0.0,0.10771749168634415,0.10771749168634415,intrinsic
0,159,0.0,0.10796281695365906,0.10796281695365906,intrinsic
0,160,0.0,0.1081550270318985,0.1081550270318985,intrinsic
0,161,0.0,0.10836909711360931,0.10836909711360931,intrinsic
0,162,0.0,0.1092938482761383,0.1092938482761383,intrinsic
0,163,0.0,0.11173969507217407,0.11173969507217407,intrinsic
0,164,0.0,0.11175307631492615,0.11175307631492615,intrinsic
0,165,0.0,0.11236900836229324,0.11236900836229324,intrinsic
0,166,0.0,0.11243794113397598,0.11243794113397598,intrinsic
