log_conductor,signed_log_discriminant,log_abs_j,faltings_height,log_regulator,rank
0.35744503943482625,2.5411148093639575,-0.2876846971064013,0.9942873300864334,0.8834856917885323,0
-0.9265605871939417,2.1018654679804483,0.5819620156368838,0.9391283998899759,0.46415171089221763,1
0.4670815759665591,-1.5352341624656793,0.5326074908450843,-0.9727786633833252,-0.6136900489600885,1
-1.170860501537194,-2.350059539152395,0.19450079057196407,-0.8759657972494926,0.9644403688920525,0
-1.1899204132592311,0.9780022235519878,0.48366404352341874,0.6279575120283174,-0.6772044326466019,0
-0.964239732865637,1.675708191430561,-0.6445492870384719,0.8604931223631758,-0.133953021644012,1
-2.026344156604143,-1.444761366372199,0.4462305397088142,-0.5837159989191504,0.7154124808741141,0
0.8160260999973687,1.9344669865140942,-0.6356012710103466,0.9007608756716563,0.16787023557320313,1
-0.6561460055728635,-1.262857411013113,0.29624460135356856,-0.9024828935432451,-0.8974015042418393,0
2.0418227710707058,-0.7967857302221937,-0.6019568148746822,-0.37077763402893865,0.34388151001333245,1
0.03304355665396305,2.3130596127782703,0.5797070677799966,0.9935602019757624,0.4736526961226225,1
2.398025183604001,-0.7993021735805373,-0.37712306942922574,-0.30685691203681764,0.8154487329273673,0
-0.9529480725267024,-1.658766087570366,-0.647696345487416,-0.8545450104303155,-0.14426584852928478,1
2.1484093265093875,1.487068079542437,0.19778236326080056,0.5626529741100272,0.9371911232905945,0
-1.2684069963345428,0.497443469354883,0.07879633253130708,0.36209328632456067,-1.0038193246707423,0
1.9743255403419648,-1.707157871891713,0.25633781501176656,-0.6488115564205187,0.9320415393942283,0
-0.6059387499551732,-1.7735013750773854,-0.6336578022333715,-0.9484236614186382,-0.19332422892645246,1
-0.7186477472480131,1.3692607383542026,0.49941262594454383,0.8897830056623044,-0.6460199812394178,0
-0.21606556477618843,-2.0979996758908723,-0.6363405912337464,-1.0016514414111017,0.14226901357833382,1
0.48178600781513686,2.455391231864573,-0.446192103150325,0.9893600711438659,0.735630974585198,0
