log_conductor,signed_log_discriminant,log_abs_j,faltings_height,log_regulator,rank
0.3535376059335043,2.4957839398041286,0.44382802723308057,1.017947619140325,0.755060889897964,0
-1.0126646520803753,2.344644956685702,-0.33810848896156814,0.8908056395410677,0.8682570162566144,0
0.6482937100105951,-2.0338286728675,0.5840404837394569,-0.9939155345426843,0.2111135230390273,1
-0.620520172516461,-1.294232834767712,-0.29499543036394027,-0.9247486786629212,-0.882271790953109,0
-2.0704682549404483,1.6148518952949233,-0.2653140061302516,0.661426665655951,0.949419347354634,0
-0.685450910910919,1.2295451341334251,0.22610394099643283,0.8055967838061795,-0.9245506997559356,0
-2.1525681038447995,-1.5178100819665725,0.05768934631978995,-0.5772070635868718,1.0463122263080278,0
0.6136206983166184,1.3709135343855487,0.39832334286639604,0.856491833110202,-0.7017372538350667,0
-0.70968144323242,-1.3385288994421605,-0.38193915418371976,-0.8641072900309564,-0.8307645526174171,0
1.3024671380336907,-0.4909735419429328,-0.15993334588356095,-0.34702482381635524,-1.0107720612725535,0
0.03995846752679248,2.6159021611324977,-0.18084105526761346,1.0185177536162304,1.0217035783826403,0
2.4216042002105196,-0.7844641963723539,0.3640713322189949,-0.2528133663123432,0.8313757430838841,0
-1.273096378712262,-2.1620881411291237,0.4048837132920925,-0.8702642689062099,0.7269096555285327,0
1.2310911272171774,0.8766298202766882,0.4238445397585843,0.6012121540251486,-0.7745824914601258,0
-1.2748790230295322,0.5262140171270756,0.2819948652644064,0.37537440893255847,-0.9746356312910026,0
1.7364572039441315,-1.448277369065204,-0.5969090649008663,-0.6224925814004292,0.4121693285849784,1
-0.7471383177399757,-2.179551938466341,0.5622942131839875,-0.9674166056686063,0.45297284331804494,1
-1.1890260532410946,2.366398310347565,0.14119432205642538,0.9213780771595989,0.9985193609369116,0
-0.17345322323146503,-1.8092682122998818,-0.6273134404788201,-1.0027354887791657,-0.2683252186851467,1
0.24654793261853195,1.3265150514067094,0.2152822265294226,1.0284223743914418,-0.9628406133105599,0
2.243935005746239,1.2968731733387129,0.1669658604740769,0.5208409957415375,0.975561004316706,0
1.41870143388186,2.221121761622925,-0.18364274444550707,0.8485226992282281,0.8880899896840226,0
-1.411183748817773,2.257837703291684,0.20345488199530673,0.8645603208768778,0.9328016652582442,0
-1.3170206815765362,0.29294190341529025,0.11975613229811476,0.23612922228809263,-1.0579987447727854,0
-0.21634896217612776,1.5227500020586788,0.48847247077160627,1.004893293502878,-0.6663302209377221,0
1.0377039434177509,-2.392467964894311,-0.15654376457168365,-0.8323735428345124,0.9916721381467066,0
0.5066076843411288,1.330903542771694,0.34164407405580816,0.9161691691805179,-0.8983545687233111,0
1.4761697764766077,1.5882210332381759,0.5959967935355909,0.689875099451027,0.25366231766393005,1
2.00431307001724,1.348405262893753,-0.4849781125271782,0.5090934972096558,0.6429341180692786,0
-1.137282434082237,-0.8001249330682504,-0.03773121765999978,-0.5837275094321371,-0.9294522059499233,0
1.4437457195341448,-1.880569381586355,0.6044013840698305,-0.7882984278660716,0.58283495651423,1
-1.9594105443327714,-1.4578360144780609,0.49942535030235424,-0.5712583571473709,0.636515686836937,0
1.3324006780325446,-0.6317723669021549,-0.31166693180070215,-0.3805209987763832,-0.8208307941416074,0
-0.41940340079569405,-2.600590911261865,0.22285972895324554,-0.9754630704395759,0.9626522664794283,0
1.0244421634977905,-1.2462619265126065,0.5683489375877314,-0.7591116013057541,-0.5612229971496315,1
1.5526500485261157,-0.7653693412894823,-0.5732800239326725,-0.45261394929302606,-0.4117095898570663,1
-1.8016866789550063,-0.5411611297712394,-0.6651126572447921,-0.2512404660431685,-0.17776654834996458,1
1.5212727951598077,-0.6379937249027403,-0.5119476814349011,-0.3355211457254873,-0.5287321249040491,1
-2.452835591098492,0.05741764346388894,0.4650031058937404,0.03311810740822145,0.6406414649301243,1
-0.4263778683107722,2.633753617495861,0.06038441699534111,1.0155277946908081,1.0852494832051722,0
-1.5380379934098447,0.466837991928857,-0.5225557170503767,0.28473673127465476,-0.5835745279039712,1
-0.7822734797231073,-1.317853197550851,0.41184713306277837,-0.8561960215572259,-0.7668619328598804,0
-0.6688718445256738,1.2324397856585112,-0.1691673694992784,0.8819950212694828,-0.9372799070794765,0
2.074500956269935,-1.4028451191422133,0.4550858773804677,-0.5389369535185656,0.704750534884865,0
