a,b,rank,normalized_leading_coeff,omega,regulator,tamagawa,weak_bsd_holds,log_delta,log_cond
5,610,0,0.14341573627103942279701339438,1.4341573627103942279701339438,1.0,1,True,18.895393268925837,16.122804546686055
2,610,2,5.1549527599520563967888052304,1.4403376899257034420669976663,35.7898900793047,1,True,18.895346687699217,18.895346687699217
3,1597,2,3.1425388567724595268257602466,1.2276169993743317869331967400,4.26644854539878,6,True,20.8201914530488,18.3352848032608
34,144,2,1.2623558290853645758994107725,1.5874476029557543327015819683,3.97605510485800,2,True,16.25554256790266,15.562395387342713
5,144,2,2.7392969352182205730478096535,1.8029908799109454500594532640,15.1930714999153,1,True,16.008944850125307,16.008944850125307
2,144,3,3.5620854002542971603630883958,1.8236602565125279190648710531,9.76630758808727,2,True,16.00810934168413,15.314962161124182
2,377,0,0.62357080302787999826535168559,1.5589270075696999956633792140,1.0,4,True,17.93292430190452,14.841881848546205
2,1597,2,2.5910811272813742320450258672,1.2285401847582266179436752778,5.27268289516979,4,True,20.820190349377995,18.517605256383952
233,34,2,1.1986945322141314660671349051,0.95218185698345309844409509193,12.5889243049814,1,True,20.51261512414601,17.740026401906228
8,233,0,0.99533108612229879020240255545,1.6588851435371646503373375924,1.0,6,True,16.97189870660744,13.18770907268918
144,1,2,2.2407717785199561480363572574,1.0706626456078392528658465456,3.48813853382021,6,True,19.068325242646463,16.58341859285846
3,34,0,0.22681110986757747883292872368,2.2681110986757747883292872368,1.0,1,True,13.124600872344521,13.124600872344521
233,610,1,0.34371093449987200888811644825,0.98945767140628117202667641897,3.47373055394444,1,True,20.693120773927596,17.920532051687815
2,8,0,0.56377039405731937785714584592,2.8188519702865968892857292296,1.0,2,True,10.245657810271979,9.552510629712033
55,1,2,1.3081425357175639537339455880,1.3627935169654639678360625422,3.19965942365798,3,True,16.180923209233352,14.794628848113462
5,34,1,0.36409594231832706854250494974,2.2207910641154188697544295757,1.63948760512216,1,True,13.137039159369495,10.364450437129715
3,21,1,0.77242930144959957349980258538,2.4288201368974516354993719761,1.06008851748665,3,True,12.16649987041035,10.78020550929046
34,5,2,1.5891429892627615558366812433,1.5484289669144640927314888605,5.13146880876760,2,True,14.742248922758998,14.049101742199053
233,1,1,0.77615963685187192583113111240,0.94920511083297413488148697776,2.72564776567190,3,True,20.511998977681436,17.293123152813237
3,610,0,0.14382783870994640129453509459,1.4382783870994640129453509459,1.0,1,True,18.895354252319486,18.895354252319486
2,1,1,0.13378014267110818211206482681,3.2876310753857779009707686786,0.203459785486135,2,True,6.8501261661455,6.156978985585555
144,377,1,1.0410111660812234768954450650,1.1221361115113157942991577878,1.54617482882590,6,True,19.34693251553324,16.862025865745238
377,2,1,1.9086494537074770450070509606,0.84161318212549367925981332813,11.3392321689115,2,True,21.95561914959819,15.572112514714183
34,2,1,0.90830418476200929153834480060,1.5408678141533980480942638445,5.89475733362021,1,True,14.738651374345844,14.738651374345844
89,34,1,0.31592053192214073409822617664,1.2230507773235127713536724889,2.58305327775100,1,True,17.635799956020914,14.863211233781133
55,144,2,2.1068961975888312280031843853,1.4356547783836453794455400030,7.33775357875698,2,True,16.79134375157068,16.09819657101073
1,21,0,0.24983735248306727547234516286,2.4983735248306727547234516286,1.0,1,True,12.157806344120683,12.157806344120683
144,3,0,0.42843435855984350028879553555,1.0710858963996087507219888389,1.0,1,True,19.068343326932798,19.068343326932798
3,2,1,0.36159339679785859649136488462,2.9699485145448674636762496212,1.21750729020052,1,True,8.147867129923947,8.147867129923947
3,144,2,1.5564468201980692808604909534,1.8167876573841279042096187870,2.14175665201168,4,True,16.008245070027627,14.216485600799574
-1706,6320,1,0.57161472701821916623395660050,0.42236269178325809849360427108,3.38343524498343,4,True,26.428773247791085,25.73562606723114
