a,b,rank,normalized_leading_coeff,omega,regulator,tamagawa,weak_bsd_holds,log_delta,log_cond
5,233,1,2.8913294011474385513216840299,1.6727748874851537509129938879,17.2846294069745,1,True,16.970843547168897,16.970843547168897
2,233,1,2.1306782909295550373241513427,1.6865838951783869258363782598,3.15827498563924,4,True,16.97052432617454,14.331466996559282
2,144,3,3.5620854002542971603630883958,1.8236602565125279190648710531,9.76630758808727,2,True,16.00810934168413,15.314962161124182
5,144,2,2.7392969352182205730478096535,1.8029908799109454500594532640,15.1930714999153,1,True,16.008944850125307,16.008944850125307
34,377,1,1.2694825490942907161324575959,1.4571767764884481255446550982,4.35596617231826,2,True,17.973067512403553,17.279920331843606
1597,2,2,4.6133755568199811509120988343,0.58659134809846013966764549116,9.83089754855543,8,True,26.286529534633726,19.131914177720063
34,610,1,0.41420707416238652217448538436,1.3731412082195891466705646370,3.01649292645908,1,True,18.91087084838388,18.91087084838388
34,233,1,1.3505501522632834516438492939,1.5316261728653779955245400525,4.40887657899141,2,True,17.072387275383946,16.379240094824
2,377,0,0.62357080302787999826535168559,1.5589270075696999956633792140,1.0,4,True,17.93292430190452,14.841881848546205
89,144,1,0.29437200606692904381404309311,1.2586015062787318056673340499,2.33888172386898,1,True,17.80590043070651,17.80590043070651
8,144,1,0.38469637567120004704082803577,1.7821039147165680106105323788,1.07933205379997,2,True,16.011703492228616,11.159673228308998
13,144,1,0.37031119849909114788941024781,1.7465700583915929575100868325,2.12021955099877,1,True,16.02362671720729,16.02362671720729
5,377,0,1.3947223209858624709610051470,1.5496914677620694121788946078,1.0,1,True,17.933046248389445,17.933046248389445
5,610,0,0.14341573627103942279701339438,1.4341573627103942279701339438,1.0,1,True,18.895393268925837,16.122804546686055
5,987,2,3.0220002873188714150174168469,1.3262367744126979572195770704,11.3931401451943,2,True,19.85778467648471,19.164637495924765
3,144,2,1.5564468201980692808604909534,1.8167876573841279042096187870,2.14175665201168,4,True,16.008245070027627,14.216485600799574
13,377,0,0.15248784246208363956283412258,1.5248784246208363956283412258,1.0,1,True,17.935203387706768,17.935203387706768
55,144,2,2.1068961975888312280031843853,1.4356547783836453794455400030,7.33775357875698,2,True,16.79134375157068,16.09819657101073
21,144,2,2.2360225642815634637073738361,1.6874691958601400236403374706,6.62537298389561,2,True,16.072120401197264,14.973508112529155
8,610,0,0.14279663870929885443373110481,1.4279663870929885443373110481,1.0,1,True,18.89554732983434,18.89554732983434
8,21,0,0.22427018931496995587003998962,2.2427018931496995587003998962,1.0,1,True,12.316181868210204,10.929887507090314
2,13,2,0.52470666158376265422015803422,2.6403548445247870711939816496,0.993629062153954,2,True,11.205312757029569,10.512165576469624
3,233,0,0.16819871438999267183296899067,1.6819871438999267183296899067,1.0,1,True,16.970576172412255,15.584281811292364
377,13,1,0.85663721979748616910596714581,0.84204535390383406547879105177,10.1732907357781,1,True,21.95563993502439,21.95563993502439
144,5,0,0.10715077906203850544980304264,1.0715077906203850544980304264,1.0,1,True,19.06837949452438,17.68208513340449
377,21,0,0.33694341281306816030884825964,0.84235853203267040077212064911,1.0,1,True,21.955674198541455,21.955674198541455
55,8,2,2.0079131628688525579875211230,1.3705521371786611396432886887,7.32519802932206,2,True,16.18347581781275,15.490328637252803
89,377,0,0.12703225431088113198858389531,1.2703225431088113198858389531,1.0,1,True,18.483822139564435,18.483822139564435
55,233,2,1.7457606593129351592031495388,1.4234903964737565766950749882,4.08798135352722,3,True,17.34483280997973,15.95853844885984
377,34,1,0.38515770069881330086421046323,0.84286540427017121011051557477,4.56962284544491,1,True,21.95576426064385,19.18317553840407
-1706,6320,1,0.57161472701821916623395660050,0.42236269178325809849360427108,3.38343524498343,4,True,26.428773247791085,25.73562606723114
