a,b,rank,normalized_leading_coeff,omega,regulator,tamagawa,weak_bsd_holds,log_delta,log_cond
89,144,1,0.29437200606692904381404309311,1.2586015062787318056673340499,2.33888172386898,1,True,17.80590043070651,17.80590043070651
55,377,1,1.1471424260194823256200206192,1.3854387502287343797042132408,2.75999793285723,3,True,18.092839346255428,16.706544985135537
5,144,2,2.7392969352182205730478096535,1.8029908799109454500594532640,15.1930714999153,1,True,16.008944850125307,16.008944850125307
34,233,1,1.3505501522632834516438492939,1.5316261728653779955245400525,4.40887657899141,2,True,17.072387275383946,16.379240094824
144,377,1,1.0410111660812234768954450650,1.1221361115113157942991577878,1.54617482882590,6,True,19.34693251553324,16.862025865745238
377,2584,1,0.30121346138017346638313092622,0.88726910750219260198758249692,3.39483769730402,1,True,22.5659998612367,22.5659998612367
8,233,0,0.99533108612229879020240255545,1.6588851435371646503373375924,1.0,6,True,16.97189870660744,13.18770907268918
13,377,0,0.15248784246208363956283412258,1.5248784246208363956283412258,1.0,1,True,17.935203387706768,17.935203387706768
3,144,2,1.5564468201980692808604909534,1.8167876573841279042096187870,2.14175665201168,4,True,16.008245070027627,14.216485600799574
2,144,3,3.5620854002542971603630883958,1.8236602565125279190648710531,9.76630758808727,2,True,16.00810934168413,15.314962161124182
144,21,1,1.9343292573452886172047012157,1.0748331568869917022828754687,17.9965536506859,1,True,19.069319393057427,17.683025031937536
21,233,1,1.1365584827514467891133452902,1.5969685128324605762137856306,7.11697490350384,1,True,16.995460589386102,16.995460589386102
377,8,1,0.77898777420614759905739386717,0.84184913425834594775457652772,9.25329423653113,1,True,21.955626707984976,21.955626707984976
89,34,1,0.31592053192214073409822617664,1.2230507773235127713536724889,2.58305327775100,1,True,17.635799956020914,14.863211233781133
13,144,1,0.37031119849909114788941024781,1.7465700583915929575100868325,2.12021955099877,1,True,16.02362671720729,16.02362671720729
8,2,0,0.45251741981961163287033422886,2.2625870990980581643516711443,1.0,2,True,10.448598654268668,8.502688505213357
377,34,1,0.38515770069881330086421046323,0.84286540427017121011051557477,4.56962284544491,1,True,21.95576426064385,19.18317553840407
34,377,1,1.2694825490942907161324575959,1.4571767764884481255446550982,4.35596617231826,2,True,17.973067512403553,17.279920331843606
144,89,1,1.0816453767284101133387951109,1.0879068615819000967471342123,1.65707411011824,6,True,19.086070466076396,16.601163816288395
55,2,1,1.2412627132976999143760600745,1.3639259543255023550722076519,9.10066055537111,1,True,16.181044909887454,16.181044909887454
2,377,0,0.62357080302787999826535168559,1.5589270075696999956633792140,1.0,4,True,17.93292430190452,14.841881848546205
377,21,0,0.33694341281306816030884825964,0.84235853203267040077212064911,1.0,1,True,21.955674198541455,21.955674198541455
89,2,0,1.0874403776425408935527049819,1.2082670862694898817252277576,1.0,1,True,17.624830491379118,14.852241769139335
13,34,0,0.10094529099892116077920072200,2.0189058199784232155840144400,1.0,8,True,13.369223455335854,4.382026634673881
377,2,1,1.9086494537074770450070509606,0.84161318212549367925981332813,11.3392321689115,2,True,21.95561914959819,15.572112514714183
89,1,2,0.71618707470153409392191613816,1.2077767281339930914429566110,5.92979694026758,1,True,17.62480176739936,17.62480176739936
2,21,1,0.57067099939282468136275384411,2.4638844047723664875995999419,1.15807177943794,2,True,12.16015435358517,11.467007173025225
1,21,0,0.24983735248306727547234516286,2.4983735248306727547234516286,1.0,1,True,12.157806344120683,12.157806344120683
377,233,1,2.6648608095883944559353456514,0.85029384326457882578289548232,31.3404693059643,1,True,21.962434349565985,21.962434349565985
144,2,1,1.6840634598555600363779710359,1.0708744400683227863427115388,7.86302948713630,2,True,19.068332024292165,17.12242187523685
-1706,6320,1,0.57161472701821916623395660050,0.42236269178325809849360427108,3.38343524498343,4,True,26.428773247791085,25.73562606723114
