a,b,rank,normalized_leading_coeff,omega,regulator,tamagawa,weak_bsd_holds,log_delta,log_cond
5,233,1,2.8913294011474385513216840299,1.6727748874851537509129938879,17.2846294069745,1,True,16.970843547168897,16.970843547168897
13,610,2,1.4057977616842800467213324940,1.4176089010879632162156355382,4.95834133309046,2,True,18.896217835319106,14.737334751959432
3,144,2,1.5564468201980692808604909534,1.8167876573841279042096187870,2.14175665201168,4,True,16.008245070027627,14.216485600799574
3,1597,2,3.1425388567724595268257602466,1.2276169993743317869331967400,4.26644854539878,6,True,20.8201914530488,18.3352848032608
5,144,2,2.7392969352182205730478096535,1.8029908799109454500594532640,15.1930714999153,1,True,16.008944850125307,16.008944850125307
34,21,1,0.62265815326289086852233162488,1.5821611606266642026245024618,1.96774566573315,2,True,14.810970262070146,14.1178230815102
2,610,2,5.1549527599520563967888052304,1.4403376899257034420669976663,35.7898900793047,1,True,18.895346687699217,18.895346687699217
2,144,3,3.5620854002542971603630883958,1.8236602565125279190648710531,9.76630758808727,2,True,16.00810934168413,15.314962161124182
2,144,3,3.5620854002542971603630883958,1.8236602565125279190648710531,9.76630758808727,2,True,16.00810934168413,15.314962161124182
8,377,1,1.9289533783627466395284687958,1.5404264512478161113483084361,4.17406789485731,3,True,17.933449503927886,16.547155142807995
1,5,0,0.31028852900097802524984584202,3.1028852900097802524984584202,1.0,1,True,9.293209849798478,9.293209849798478
377,2,1,1.9086494537074770450070509606,0.84161318212549367925981332813,11.3392321689115,2,True,21.95561914959819,15.572112514714183
233,610,1,0.34371093449987200888811644825,0.98945767140628117202667641897,3.47373055394444,1,True,20.693120773927596,17.920532051687815
3,8,1,0.43330932341478241946894702020,2.7366213923163407107322662261,0.791686648053312,2,True,10.287933293420217,9.594786112860271
13,233,1,1.4627274338231432264458632337,1.6354533155816005800318751994,8.94386540959115,1,True,16.976479943408783,16.976479943408783
2,377,0,0.62357080302787999826535168559,1.5589270075696999956633792140,1.0,4,True,17.93292430190452,14.841881848546205
144,8,1,2.2449909057048528110451903593,1.0721380707689949768598173188,5.23484560177642,4,True,19.068467647549046,15.197266636641157
1,8,1,0.73873762124684378495913360063,2.8978029939593622549662760281,2.54930242941561,1,True,10.229620811362162,10.229620811362162
8,233,0,0.99533108612229879020240255545,1.6588851435371646503373375924,1.0,6,True,16.97189870660744,13.18770907268918
144,2,1,1.6840634598555600363779710359,1.0708744400683227863427115388,7.86302948713630,2,True,19.068332024292165,17.12242187523685
5,13,0,0.24757113633679184942408915251,2.4757113633679184942408915251,1.0,1,True,11.30230319420969,11.30230319420969
89,5,1,3.0125848509668724481077395440,1.2097283684373392776759203565,24.9029859063185,1,True,17.625031536138845,17.625031536138845
34,13,0,0.31334835733276930608130839844,1.5667417866638465304065419922,1.0,2,True,14.766575207558846,14.0734280269989
2,5,0,0.59668712683326248907304393601,2.9834356341663124453652196800,1.0,2,True,9.333619388136354,8.640472207576408
3,5,1,0.21909467299461232406770419718,2.8580130876122858836496693035,0.127766310765716,6,True,9.435721418230584,6.950814768442584
144,13,1,1.0715419894647715218883213672,1.0731816417358389017053406248,9.98472157734253,1,True,19.068704943997833,17.682410582877942
2,5,0,0.59668712683326248907304393601,2.9834356341663124453652196800,1.0,2,True,9.333619388136354,8.640472207576408
2,144,3,3.5620854002542971603630883958,1.8236602565125279190648710531,9.76630758808727,2,True,16.00810934168413,15.314962161124182
233,1,1,0.77615963685187192583113111240,0.94920511083297413488148697776,2.72564776567190,3,True,20.511998977681436,17.293123152813237
3,13,1,0.46015797867857521630594371776,2.5870317735536853548222195306,0.296451698933251,6,True,11.22171718274189,8.73681053295389
-1706,6320,1,0.57161472701821916623395660050,0.42236269178325809849360427108,3.38343524498343,4,True,26.428773247791085,25.73562606723114
