a,b,rank,omega,reg,volume,scaled_reg,leading_coeff,conductor,plot_file
13,377,0,1.5248784246208363956283412258,1.0,21414.643068540438,632.4555320336758,1.5248784246208363956283412258,61540336,curve_13_377.png
89,144,1,1.2586015062787318056673340499,2.33888172386898,91901.5970269559,739.619342516697,2.9437200606692904381404309311,54075968,curve_89_144.png
34,233,1,1.5316261728653779955245400525,4.40887657899141,116980.554535765,1394.20919121841,13.505501522632834516438492939,12984152,curve_34_233.png
21,377,2,1.4996021175316803131515116071,32.6141412046914,1.44432567754712e6,13407.5461178325,48.908235212032508551081877140,61992432,curve_21_377.png
5,144,2,1.8029908799109454500594532640,15.1930714999153,465446.530048418,6245.81237715800,27.392969352182205730478096535,8965952,curve_5_144.png
2,144,3,1.8236602565125279190648710531,9.76630758808727,974838.227970582,6176.75526162826,35.620854002542971603630883958,4479232,curve_2_144.png
34,144,2,1.5874476029557543327015819683,3.97605510485800,157132.084215185,1634.54073037982,12.623558290853645758994107725,5736704,curve_34_144.png
144,233,1,1.1093071817654113436605273746,2.16316418289501,109415.065968623,684.052577084526,14.397681380538820045587978770,17879652,curve_144_233.png
233,377,1,0.97788673099329385551811276549,43.4813889346150,2.83020304880791e6,13750.0224861025,42.519873284318607465001911780,870957296,curve_233_377.png
89,233,0,1.2708340206650808518508941339,1.0,30832.136102265686,632.4555320336758,1.2708340206650808518508941339,68570864,curve_89_233.png
3,144,2,1.8167876573841279042096187870,2.14175665201168,64620.9082884788,880.467797842563,15.564468201980692808604909534,1493280,curve_3_144.png
2,3,1,3.1380735450430275094334329001,1.44944103460002,9161.47940145771,458.353500344699,2.2742262828890630639303376507,880,curve_2_3.png
144,5,0,1.0715077906203850544980304264,1.0,43370.11896556129,632.4555320336758,1.0715077906203850544980304264,47778444,curve_144_5.png
13,89,1,1.8534058642808526079425485558,4.72784040407080,85666.8966722740,1495.07440906345,8.7626071302887817570016783871,3562480,curve_13_89.png
21,13,0,1.7951779396135252927023308647,1.0,15451.344446544117,632.4555320336758,3.5903558792270505854046617293,221904,curve_21_13.png
377,5,0,0.84173122468707302606804988235,1.0,70280.42895264107,632.4555320336758,21.043280617176825651701247059,3429299312,curve_377_5.png
21,5,0,1.7606914479695931150969688977,1.0,16062.560257521687,632.4555320336758,3.5213828959391862301939377954,201168,curve_21_5.png
55,3,1,1.3650505244555651763777083939,2.13936174372184,71462.4770232786,676.525584919045,2.9203368702676721287466493307,10651888,curve_55_3.png
377,89,2,0.84498140494999086719071405265,121.876656929348,1.69995531092867e7,50103.0178354786,102.98350880276821804717140263,3432710384,curve_377_89.png
34,2,1,1.5408678141533980480942638445,5.89475733362021,154534.857704583,1864.08594282209,9.0830418476200929153834480060,2517184,curve_34_2.png
144,377,1,1.1221361115113157942991577878,1.54617482882590,76429.1120541340,488.943411991082,10.410111660812234768954450650,21041892,curve_144_377.png
13,987,1,1.3151800172294174231558959060,4.95717627166311,178383.734399784,1567.59677813970,13.039158348750303747140334275,210490808,curve_13_987.png
377,987,3,0.87208122227906561171302115761,52.0631924079268,2.27251597262997e7,32927.6540537270,90.806664941709888414870399502,1925064760,curve_377_987.png
377,233,1,0.85029384326457882578289548232,31.3404693059643,2.69810420632187e6,9910.72659454437,26.648608095883944559353456514,3452741360,curve_377_233.png
3,89,1,1.9600188761307938499775937804,1.64091247099526,26586.1958916103,518.902084932002,6.4324388344582834500532471427,171180,curve_3_89.png
5,55,1,2.0798067477218010481223897878,1.44715248616304,20823.7826305990,457.629797785053,6.0195950114085611629809566799,657400,curve_5_55.png
2,233,1,1.6865838951783869258363782598,3.15827498563924,69107.5242826737,998.734243175557,21.306782909295550373241513427,1675240,curve_2_233.png
2,89,0,1.9703038610436869718254688913,1.0,12826.697797076651,632.4555320336758,3.9406077220873739436509377827,1711192,curve_2_89.png
377,21,0,0.84235853203267040077212064911,1.0,70175.79176639224,632.4555320336758,3.3694341281306816030884825964,3429479024,curve_377_21.png
8,144,1,1.7821039147165680106105323788,1.07933205379997,21153.4066800825,341.314764163530,3.8469637567120004704082803577,70240,curve_8_144.png
-1706,6320,1,0.42236269178325809849360427108,3.38343524498343,1.18053281454737e6,1069.93616898374,5.7161472701821916623395660050,150258963712,curve_-1706_6320.png
