a,b,rank,omega,reg,volume,scaled_reg,leading_coeff,conductor,plot_file
89,144,1,1.2586015062787318056673340499,2.33888172386898,122535.462702608,591.695474013358,2.9437200606692904381404309311,54075968,curve_89_144.png
55,377,1,1.3854387502287343797042132408,2.75999793285723,119333.979850610,698.230384414825,11.471424260194823256200206192,18011932,curve_55_377.png
5,144,2,1.8029908799109454500594532640,15.1930714999153,332461.807177441,5765.36527122277,27.392969352182205730478096535,8965952,curve_5_144.png
34,233,1,1.5316261728653779955245400525,4.40887657899141,155974.072714353,1115.36735297473,13.505501522632834516438492939,12984152,curve_34_233.png
144,377,1,1.1221361115113157942991577878,1.54617482882590,101905.482738845,391.154729592866,10.410111660812234768954450650,21041892,curve_144_377.png
377,2584,1,0.88726910750219260198758249692,3.39483769730402,357880.737541265,858.833552806557,3.0121346138017346638313092622,6313776704,curve_377_2584.png
8,233,0,1.6588851435371646503373375924,1.0,18094.585706466325,632.4555320336758,9.9533108612229879020240255545,533764,curve_8_233.png
13,377,0,1.5248784246208363956283412258,1.0,21414.643068540438,632.4555320336758,1.5248784246208363956283412258,61540336,curve_13_377.png
3,144,2,1.8167876573841279042096187870,2.14175665201168,46157.7916346277,812.739505700827,15.564468201980692808604909534,1493280,curve_3_144.png
2,144,3,1.8236602565125279190648710531,9.76630758808727,974838.227970582,6176.75526162826,35.620854002542971603630883958,4479232,curve_2_144.png
144,21,1,1.0748331568869917022828754687,17.9965536506859,1.29281762440939e6,4552.80796556687,19.343292573452886172047012157,47823372,curve_144_21.png
21,233,1,1.5969685128324605762137856306,7.11697490350384,231596.907960597,1800.46805962634,11.365584827514467891133452902,24045552,curve_21_233.png
377,8,1,0.84184913425834594775457652772,9.25329423653113,1.08357221911592e6,2340.91885177178,7.7898777420614759905739386717,3429316160,curve_377_8.png
89,34,1,1.2230507773235127713536724889,2.58305327775100,143309.313992082,653.466534020536,3.1592053192214073409822617664,2851088,curve_89_34.png
13,144,1,1.7465700583915929575100868325,2.12021955099877,57681.8050666560,536.377833662050,3.7031119849909114788941024781,9098560,curve_13_144.png
8,2,0,2.2625870990980581643516711443,1.0,9726.815236870365,632.4555320336758,4.5251741981961163287033422886,4928,curve_8_2.png
377,34,1,0.84286540427017121011051557477,4.56962284544491,533818.879340440,1156.03329916364,3.8515770069881330086421046323,214361744,curve_377_34.png
34,377,1,1.4571767764884481255446550982,4.35596617231826,170251.146523701,1101.98196121370,12.694825490942907161324575959,31957592,curve_34_377.png
144,89,1,1.0879068615819000967471342123,1.65707411011824,116195.291354571,419.210275173624,10.816453767284101133387951109,16210404,curve_144_89.png
55,2,1,1.3639259543255023550722076519,9.10066055537111,405995.628720337,2302.30524536205,12.412627132976999143760600745,10649728,curve_55_2.png
2,377,0,1.5589270075696999956633792140,1.0,20489.422478398254,632.4555320336758,6.2357080302787999826535168559,2790920,curve_2_377.png
377,21,0,0.84235853203267040077212064911,1.0,70175.79176639224,632.4555320336758,3.3694341281306816030884825964,3429479024,curve_377_21.png
89,2,0,1.2082670862694898817252277576,1.0,34107.932035623744,632.4555320336758,10.874403776425408935527049819,2819984,curve_89_2.png
13,34,0,2.0189058199784232155840144400,1.0,12216.566390171845,632.4555320336758,1.0094529099892116077920072200,80,curve_13_34.png
377,2,1,0.84161318212549367925981332813,11.3392321689115,1.32858277704738e6,2868.62404569692,19.086494537074770450070509606,5792720,curve_377_2.png
89,1,2,1.2077767281339930914429566110,5.92979694026758,289167.677358688,2250.19972722516,7.1618707470153409392191613816,45118448,curve_89_1.png
2,21,1,2.4638844047723664875995999419,1.15807177943794,15831.6015256138,292.971561359043,5.7067099939282468136275384411,95512,curve_2_21.png
1,21,0,2.4983735248306727547234516286,1.0,7977.495013120014,632.4555320336758,2.4983735248306727547234516286,190576,curve_1_21.png
377,233,1,0.85029384326457882578289548232,31.3404693059643,3.59747227509583e6,7928.58127563549,26.648608095883944559353456514,3452741360,curve_377_233.png
144,2,1,1.0708744400683227863427115388,7.86302948713630,569040.042001806,1989.20659907331,16.840634598555600363779710359,27300672,curve_144_2.png
-1706,6320,1,0.42236269178325809849360427108,3.38343524498343,1.57404375272983e6,855.948935186994,5.7161472701821916623395660050,150258963712,curve_-1706_6320.png
