a,b,rank,normalized_leading_coeff,omega,regulator,tamagawa,weak_bsd_holds,log_delta,log_cond
34,610,1,0.41420707416238652217448538436,1.3731412082195891466705646370,3.01649292645908,1,True,18.91087084838388,18.91087084838388
3,233,0,0.16819871438999267183296899067,1.6819871438999267183296899067,1.0,1,True,16.970576172412255,15.584281811292364
5,610,0,0.14341573627103942279701339438,1.4341573627103942279701339438,1.0,1,True,18.895393268925837,16.122804546686055
13,377,0,0.15248784246208363956283412258,1.5248784246208363956283412258,1.0,1,True,17.935203387706768,17.935203387706768
8,144,1,0.38469637567120004704082803577,1.7821039147165680106105323788,1.07933205379997,2,True,16.011703492228616,11.159673228308998
89,987,1,2.2043186220031317559916032743,1.2041107384670211113038085034,9.15330522178341,2,True,19.95960825689326,19.266461076333318
5,377,0,1.3947223209858624709610051470,1.5496914677620694121788946078,1.0,1,True,17.933046248389445,17.933046248389445
2,144,3,3.5620854002542971603630883958,1.8236602565125279190648710531,9.76630758808727,2,True,16.00810934168413,15.314962161124182
13,144,1,0.37031119849909114788941024781,1.7465700583915929575100868325,2.12021955099877,1,True,16.02362671720729,16.02362671720729
8,34,1,0.34837118052830758619487836745,2.1469885073267084566979641745,1.62260384412619,1,True,13.184699474986699,13.184699474986699
144,8,1,2.2449909057048528110451903593,1.0721380707689949768598173188,5.23484560177642,4,True,19.068467647549046,15.197266636641157
2,610,2,5.1549527599520563967888052304,1.4403376899257034420669976663,35.7898900793047,1,True,18.895346687699217,18.895346687699217
21,1,2,0.92016810856592060333852719456,1.7382969364702714004601322523,5.29350359688480,1,True,13.29317899401208,13.29317899401208
13,5,2,0.98284551480776995437861008438,2.0123582035935458313352498585,4.88404854092410,1,True,11.927733458748014,11.927733458748014
1,377,2,2.7397672877254431835079589558,1.5620018872140871958374152222,17.5401022889413,1,True,17.932917005489482,17.932917005489482
8,5,0,0.23119488702330991026861257039,2.3119488702330991026861257039,1.0,1,True,10.68207821491354,9.295783853793651
13,233,1,1.4627274338231432264458632337,1.6354533155816005800318751994,8.94386540959115,1,True,16.976479943408783,16.976479943408783
233,610,1,0.34371093449987200888811644825,0.98945767140628117202667641897,3.47373055394444,1,True,20.693120773927596,17.920532051687815
34,8,0,0.31112431793156195611181126535,1.5556215896578097805590563268,1.0,2,True,14.74889594014686,14.055748759586914
55,21,1,0.72380119454628617627736501494,1.3838504639931529603736233693,5.23034253612728,1,True,16.19861627518078,14.812321914060888
34,233,1,1.3505501522632834516438492939,1.5316261728653779955245400525,4.40887657899141,2,True,17.072387275383946,16.379240094824
144,2,1,1.6840634598555600363779710359,1.0708744400683227863427115388,7.86302948713630,2,True,19.068332024292165,17.12242187523685
5,2,0,0.25878393778151840516579712867,2.5878393778151840516579712867,1.0,1,True,9.182763604205949,6.410174881966167
5,987,2,3.0220002873188714150174168469,1.3262367744126979572195770704,11.3931401451943,2,True,19.85778467648471,19.164637495924765
5,610,0,0.14341573627103942279701339438,1.4341573627103942279701339438,1.0,1,True,18.895393268925837,16.122804546686055
34,377,1,1.2694825490942907161324575959,1.4571767764884481255446550982,4.35596617231826,2,True,17.973067512403553,17.279920331843606
2,610,2,5.1549527599520563967888052304,1.4403376899257034420669976663,35.7898900793047,1,True,18.895346687699217,18.895346687699217
2,5,0,0.59668712683326248907304393601,2.9834356341663124453652196800,1.0,2,True,9.333619388136354,8.640472207576408
34,144,2,1.2623558290853645758994107725,1.5874476029557543327015819683,3.97605510485800,2,True,16.25554256790266,15.562395387342713
5,34,1,0.36409594231832706854250494974,2.2207910641154188697544295757,1.63948760512216,1,True,13.137039159369495,10.364450437129715
-1706,6320,1,0.57161472701821916623395660050,0.42236269178325809849360427108,3.38343524498343,4,True,26.428773247791085,25.73562606723114
