pc1,pc2,pc3,graph_eccentricity,diffusion1,rank,conductor,absD,regulator,faltings_height
0.5136370705251305,0.0,0.0,0.9974087631275305,0.001549738565920989,0,,,,1.017947619140325
0.4467898880513921,0.0,0.0,0.9305615806537925,0.0015497385663500235,0,,,,0.8908056395410677
-0.5441361666883693,0.0,0.0,0.04991028271097708,0.0890042397879845,1,,,,-0.9939155345426844
-0.5077704482159764,0.0,0.0,0.07310993886277017,0.08900423978798612,0,,,,-0.9247486786629212
0.3261897670585704,0.0,0.0,0.8099614596609716,0.0015497385666832337,0,,,,0.661426665655951
0.40198979963337433,0.0,0.0,0.8857614922357749,0.00154973856641619,0,,,,0.8055967838061795
-0.3250441934145907,0.0,0.0,0.8681553371693639,0.0015497385673227224,0,,,,-0.5772070635868718
0.4287487871728116,0.0,0.0,0.9125204797752121,0.0015497385663792184,0,,,,0.856491833110202
-0.47588714748305677,0.0,0.0,1.0189982912378284,0.0015497385673309315,0,,,,-0.8641072900309564
-0.20402174093546138,0.0,0.0,0.7471328846902358,0.001549738567288567,0,,,,-0.3470248238163552
0.5139368289799348,0.0,0.0,0.9977085215823346,0.0015497385659202522,0,,,,1.0185177536162304
-0.15448837272192806,0.0,0.0,0.6975995164767029,0.0015497385672609781,0,,,,-0.2528133663123432
-0.4791242898624525,0.0,0.0,1.0222354336172241,0.0015497385673308099,0,,,,-0.8702642689062099
0.29453090458656583,0.0,0.0,0.7783025971889671,0.0015497385667100417,0,,,,0.6012121540251486
0.17579264832183317,0.0,0.0,0.6595643409242352,0.0015497385668790152,0,,,,0.3753744089325584
-0.34885386888324516,0.0,0.0,0.8919650126380182,0.0015497385673269408,1,,,,-0.6224925814004292
-0.530203878238973,0.0,0.0,0.05067650883977359,0.0890042397879859,1,,,,-0.9674166056686064
0.46286389698687097,0.0,0.0,0.9466355895892712,0.0015497385663142235,0,,,,0.9213780771595989
-0.5487734162586089,0.0,0.0,0.05454753228121667,0.08900423978798375,1,,,,-1.0027354887791655
0.519144361491074,0.0,0.0,1.002916054093474,0.001549738565915692,0,,,,1.0284223743914418
0.2522743226114834,0.0,0.0,0.7360460152138849,0.0015497385667429331,0,,,,0.5208409957415375
0.42455887170629897,0.0,0.0,0.9083305643086995,0.0015497385663853815,0,,,,0.8485226992282281
0.4329909397311257,0.0,0.0,0.9167626323335262,0.0015497385663742797,0,,,,0.8645603208768778
0.10258198706304975,0.0,0.0,0.5863536796654528,0.0015497385669484354,0,,,,0.2361292222880926
0.5067735240339674,0.0,0.0,0.9905452166363674,0.001549738565928297,0,,,,1.004893293502878
-0.4592025591503722,0.0,0.0,1.0023137029051443,0.0015497385673334373,0,,,,-0.8323735428345124
0.4601252199325728,0.0,0.0,0.9438969125349729,0.0015497385663148081,0,,,,0.916169169180518
0.3411470427828082,0.0,0.0,0.8249187353852091,0.0015497385666566079,1,,,,0.689875099451027
0.24609786397488012,0.0,0.0,0.7298695565772816,0.001549738566744992,0,,,,0.5090934972096558
-0.32847243509056917,0.0,0.0,0.8715835788453424,0.001549738567323565,0,,,,-0.5837275094321371
-0.43602927474711783,0.0,0.0,0.97914041850189,0.0015497385673345022,1,,,,-0.7882984278660716
-0.3219165540141551,0.0,0.0,0.8650276977689283,0.0015497385673217832,0,,,,-0.5712583571473709
-0.22163295736281943,0.0,0.0,0.7647441011175936,0.001549738567295429,0,,,,-0.3805209987763832
-0.5344344518112021,0.0,0.0,0.04644593526754448,0.08900423978798588,0,,,,-0.975463070439576
-0.4206837757462646,0.0,0.0,0.963794919501037,0.0015497385673341963,1,,,,-0.7591116013057541
-0.25953712271753576,0.0,0.0,0.8026482664723097,0.0015497385673085822,1,,,,-0.452613949293026
-0.15366139211616814,0.0,0.0,0.696772535870943,0.001549738567259537,1,,,,-0.2512404660431685
-0.19797347528092937,0.0,0.0,0.7410846190357036,0.001549738567287283,1,,,,-0.3355211457254873
-0.004154757821258407,0.0,0.0,0.5472659015760367,0.00154973856704041,1,,,,0.0331181074082214
0.512364804299285,0.0,0.0,0.9961364969016849,0.0015497385659213759,0,,,,1.015527794690808
0.12813825913825333,0.0,0.0,0.611909951740656,0.0015497385669353137,1,,,,0.2847367312746547
-0.4717276557956606,0.0,0.0,1.0148387995504324,0.0015497385673311941,0,,,,-0.8561960215572259
0.4421575470326077,0.0,0.0,0.9259292396350082,0.0015497385663557905,0,,,,0.8819950212694828
-0.3049229947429203,0.0,0.0,0.8480341384976938,0.001549738567316875,0,,,,-0.5389369535185656
0.48366429177140485,0.0,0.0,0.9674359843738048,0.0015497385660013256,1,,,,0.9609400044014936
0.42647713646031243,0.0,0.0,0.910248829062713,0.0015497385663832588,1,,,,0.8521711997213726
0.5202409504155925,0.0,0.0,1.0040126430179925,0.001549738565915655,1,,,,1.030508064191826
0.4011371650121981,0.0,0.0,0.8849088576145988,0.001549738566417958,1,,,,0.8039750901221742
0.008209671854538088,0.0,0.0,0.5349014719002408,0.0015497385670235264,1,,,,0.0566350008272396
-0.4381987120907799,0.0,0.0,0.9813098558455521,0.0015497385673344912,1,,,,-0.792424653509136
0.4823542031880064,0.0,0.0,0.9661258957904065,0.0015497385660018328,0,,,,0.9584482425982328
0.192350849090032,0.0,0.0,0.676122541692434,0.0015497385668493168,1,,,,0.4068677695554658
-0.3833958502193636,0.0,0.0,0.9265069939741363,0.0015497385673310681,0,,,,-0.6881907263907588
0.4142440908437936,0.0,0.0,0.8980157834461943,0.0015497385664009706,0,,,,0.8289041961072225
0.49267066060753617,0.0,0.0,0.9764423532099361,0.001549738565962399,1,,,,0.9780699344965526
0.1751898642761078,0.0,0.0,0.6589615568785098,0.0015497385668781147,0,,,,0.3742279259543943
0.37553443594002783,0.0,0.0,0.8593061285424287,0.0015497385664888209,0,,,,0.7552792208735636
0.4877082333614534,0.0,0.0,0.9714799259638535,0.0015497385659783412,0,,,,0.9686314989434592
0.0651539946115284,0.0,0.0,0.5489256872139324,0.0015497385669746946,0,,,,0.1649419429351899
0.07297044465904577,0.0,0.0,0.5567421372614495,0.0015497385669655842,0,,,,0.1798086717291894
0.5160215102378205,0.0,0.0,0.9997932028402204,0.001549738565917971,0,,,,1.022482774910362
0.4664463052757165,0.0,0.0,0.9502179978781166,0.0015497385662888055,0,,,,0.9281917447626508
0.4866021509586466,0.0,0.0,0.9703738435610466,0.0015497385659883878,0,,,,0.9665277527407228
0.5080225854436912,0.0,0.0,0.9917942780460912,0.0015497385659257313,1,,,,1.0072689828647403
0.0521733404996296,0.0,0.0,0.5359450331020338,0.001549738566979285,0,,,,0.1402530031892489
0.4835779058143637,0.0,0.0,0.9673495984167636,0.0015497385660024278,0,,,,0.9607757000706102
-0.015814003290880514,0.0,0.0,0.5589251470456583,0.001549738567051306,1,,,,0.0109424599869738
0.5144104141005513,0.0,0.0,0.9981821067029512,0.0015497385659195885,0,,,,1.0194185028702114
-0.4647652241445925,0.0,0.0,1.0078763678993647,0.0015497385673322772,0,,,,-0.8429536183596177
0.47709036724959697,0.0,0.0,0.9608620598519971,0.001549738566109171,0,,,,0.9484365338510764
-0.4133506389911324,0.0,0.0,0.9564617827459049,0.0015497385673338402,0,,,,-0.7451641245503072
0.46860375694540135,0.0,0.0,0.9523754495478015,0.0015497385662733582,0,,,,0.9322951738979208
-0.5772936678953272,0.0,0.0,0.08306778391793501,0.08900423978798179,0,,,,-1.0569804265248346
-0.3799836859410759,0.0,0.0,0.9230948296958487,0.001549738567330832,1,,,,-0.6817008594284556
0.4637634162153603,0.0,0.0,0.9475351088177605,0.0015497385662979538,0,,,,0.9230889444118224
-0.5563215252749233,0.0,0.0,0.06209564129753109,0.08900423978798278,1,,,,-1.0170918383970755
0.5104838309699807,0.0,0.0,0.9942555235723806,0.0015497385659227069,0,,,,1.011950221727952
0.24402607925099665,0.0,0.0,0.7277977718533982,0.0015497385667439952,0,,,,0.505153004860535
-0.3681396863584917,0.0,0.0,0.9112508301132646,0.0015497385673283021,1,,,,-0.6591738134472114
-0.15400225476558335,0.0,0.0,0.6971133985203583,0.001549738567259328,0,,,,-0.2518887798600616
-0.39895674746943227,0.0,0.0,0.9420678912242048,0.0015497385673330078,0,,,,-0.7177872360341027
0.45988577164687217,0.0,0.0,0.9436574642492722,0.001549738566314335,1,,,,0.91571374341792
0.4772095946323148,0.0,0.0,0.9609812872347149,0.0015497385661103111,1,,,,0.9486633019047208
-0.5204264195818566,0.0,0.0,0.060453967496889915,0.08900423978798616,1,,,,-0.948820078438696
0.2247259809315437,0.0,0.0,0.7084976735339453,0.0015497385667879724,0,,,,0.4684446109389279
-0.37996376740692983,0.0,0.0,0.9230749111617026,0.001549738567330678,0,,,,-0.6816629747821874
0.21873279936548276,0.0,0.0,0.7025044919678846,0.0015497385668022667,0,,,,0.4570457016624432
-0.3490080030600974,0.0,0.0,0.8921191468148705,0.0015497385673269907,0,,,,-0.6227857414655761
0.4396264617018261,0.0,0.0,0.9233981543042266,0.0015497385663648029,0,,,,0.8771809485205434
0.456194870194917,0.0,0.0,0.9399665627973172,0.001549738566326393,0,,,,0.9086937240282964
0.010230511598952507,0.0,0.0,0.5328806321558265,0.0015497385670184838,1,,,,0.0604785968629984
0.4832255549540074,0.0,0.0,0.9669972475564074,0.0015497385660014395,0,,,,0.9601055359104856
-0.40713116934580146,0.0,0.0,0.9502423131005738,0.0015497385673335562,1,,,,-0.7333348199558238
-0.1439377200274062,0.0,0.0,0.6870488637821813,0.0015497385672539835,0,,,,-0.2327462397708058
0.17089464339216556,0.0,0.0,0.6546663359945678,0.0015497385668907298,1,,,,0.3660585033132077
0.33439769369401495,0.0,0.0,0.818169386296416,0.0015497385666655952,0,,,,0.6770379749470474
0.47697392749120593,0.0,0.0,0.9607456200936061,0.0015497385661236568,1,,,,0.9482150678021264
-0.11057986839657413,0.0,0.0,0.6536910121513494,0.0015497385672289606,0,,,,-0.1693002853629519
0.15508919059676396,0.0,0.0,0.6388608831991663,0.0015497385669124835,0,,,,0.3359968540034639
0.26700191024298536,0.0,0.0,0.7507736028453867,0.001549738566734767,0,,,,0.5488525674622502
0.42556817460702073,0.0,0.0,0.9093398672094214,0.0015497385663830615,1,,,,0.8504423727890914
0.4780937604379834,0.0,0.0,0.9618654530403835,0.0015497385661006197,0,,,,0.95034496725944
-0.5457841082245746,0.0,0.0,0.05155822424718237,0.08900423978798429,0,,,,-0.9970498857811873
0.486741072094297,0.0,0.0,0.970512764696697,0.0015497385659824262,1,,,,0.9667919779113454
-0.20692809368434864,0.0,0.0,0.7500392374391228,0.0015497385672882716,1,,,,-0.3525526475515207
0.3760069876828265,0.0,0.0,0.8597786802852273,0.0015497385664872633,1,,,,0.7561780046639814
-0.01887084354335708,0.0,0.0,0.561981987298135,0.0015497385670523729,0,,,,0.0051284120849362
0.45219108224053683,0.0,0.0,0.935962774842937,0.0015497385663384524,0,,,,0.9010786008835694
0.48787701940618744,0.0,0.0,0.9716487120085874,0.001549738565978741,1,,,,0.9689525265629052
0.4808466188032696,0.0,0.0,0.9646183114056698,0.0015497385660073262,1,,,,0.9555808478031916
0.261585016017963,0.0,0.0,0.7453567086203644,0.0015497385667394936,0,,,,0.5385497449712695
0.01601981912728201,0.0,0.0,0.5270913246274972,0.0015497385670177834,0,,,,0.0714897418719876
-0.39002149219353843,0.0,0.0,0.9331326359483111,0.0015497385673320994,1,,,,-0.700792562482257
-0.16519993602083752,0.0,0.0,0.7083110797756124,0.001549738567265032,0,,,,-0.2731865415461854
0.07464870732858864,0.0,0.0,0.5584203999309924,0.001549738566964611,0,,,,0.1830006931457546
-0.27327421244977923,0.0,0.0,0.816385356204553,0.0015497385673103334,1,,,,-0.4787416141826602
0.33771134049825297,0.0,0.0,0.8214830331006538,0.0015497385666644794,1,,,,0.6833404636801976
-0.5015393447965341,0.0,0.0,0.0793410422822125,0.08900423978798626,1,,,,-0.9128972468670212
-0.28921504892156263,0.0,0.0,0.8323261926763362,0.0015497385673144035,0,,,,-0.5090607604875446
0.4341882526718311,0.0,0.0,0.9179599452742316,0.0015497385663685306,0,,,,0.8668375857046198
0.45094420790744927,0.0,0.0,0.9347159005098497,0.001549738566347299,0,,,,0.8987070712969254
0.33916613178111077,0.0,0.0,0.8229378243835118,0.0015497385666607129,1,,,,0.6861074470706936
0.41825166499229,0.0,0.0,0.9020233575946907,0.0015497385663960808,1,,,,0.8365265205160458
-0.052632179010619944,0.0,0.0,0.5957433227653967,0.0015497385671262014,0,,,,-0.0590849603621188
0.02989603474870723,0.0,0.0,0.513667727351112,0.0015497385670007768,0,,,,0.0978820213692909
0.22141448179121143,0.0,0.0,0.7051861743936131,0.0015497385667924317,0,,,,0.4621462070187853
-0.3792313848782769,0.0,0.0,0.9223425286330497,0.0015497385673305239,0,,,,-0.6802699981290065
0.29977558984025254,0.0,0.0,0.7835472824426538,0.001549738566703029,1,,,,0.6111874385600014
0.047929763369174774,0.0,0.0,0.531701455971579,0.0015497385669828113,1,,,,0.1321818059153754
0.06495052496742212,0.0,0.0,0.5487222175698262,0.0015497385669754388,0,,,,0.1645549478161332
-0.5254662539529855,0.0,0.0,0.055414133125761045,0.08900423978798601,0,,,,-0.9584057407670888
-0.1375872117506062,0.0,0.0,0.6806983555053813,0.0015497385672515122,1,,,,-0.2206677023681109
